"Kunming","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Kupang","(GMT+08:00) Kuala Lumpur, Singapore","Indonesia","Singapore Standard Time"
"Kurgan","(GMT+06:00) Ekaterinburg","Russia","Ekaterinburg Standard Time"
"Kursk","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Kurunegala","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka","India Standard Time"
"Kuwait","(GMT+03:00) Kuwait, Riyadh","Kuwait","Arab Standard Time"
"Kyaikto","(GMT+06:30) Rangoon","Burma","Myanmar Standard Time"
"Kyoto","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"La Jolla, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"La Libertad","(GMT-06:00) Central America","El Salvador","Central America Standard Time"
"La Paz","(GMT-04:00) La Paz","Bolivia","SA Western Standard Time"
"La Paz","(GMT-07:00) Chihuahua, La Paz, Mazatlan","Mexico","Mexico Standard Time 2"
"La Rioja","(GMT-03:00) Georgetown, South America Eastern Time","Argentina","SA Eastern Standard Time"
"La Union","(GMT-06:00) Central America","El Salvador","Central America Standard Time"
"Labuan","(GMT+08:00) Kuala Lumpur, Singapore","Malaysia","Singapore Standard Time"
"Lafayette, LA","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Lagos","(GMT+01:00) West Central Africa","Nigeria","W. Central Africa Standard Time"
"Lahore","(GMT+05:00) Pakistan","Pakistan","Pakistan Standard Time"
"Lakeland, FL","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Lansing, MI","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Lanzhou","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Las Varas","(GMT-07:00) Chihuahua, La Paz, Mazatlan","Mexico","Mexico Standard Time 2"
"Las Vegas, NV","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Latakia","(GMT+02:00) Syria","Syria","Syria Standard Time"
"Launceston","(GMT+10:00) Hobart","Australia","Tasmania Standard Time"
"Laupahoehoe, HI","(GMT-10:00) Hawaii","United States","Hawaiian Standard Time"
"Le Havre","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Leeds","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Leicester","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Leipzig","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Leixlip","(GMT) Dublin, Edinburgh, Lisbon, London","Ireland","GMT Standard Time"
"Leon","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Spain","Romance Standard Time"
"Leon","(GMT-06:00) Guadalajara, Mexico City, Monterrey","Mexico","Mexico Standard Time"
"Lexington, KY","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Libreville","(GMT+01:00) West Central Africa","Gabon","W. Central Africa Standard Time"
"Lille","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Lilongwe","(GMT+02:00) Harare, Pretoria","Malawi","South Africa Standard Time"
"Lima","(GMT-05:00) Bogota, Lima, Quito","Peru","SA Pacific Standard Time"
"Limassol","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Cyprus","FLE Standard Time"
"Limerick","(GMT) Dublin, Edinburgh, Lisbon, London","Ireland","GMT Standard Time"
"Limoux","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Lincoln, NE","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Linkoping","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Sweden","W. Europe Standard Time"
"Lipetsk","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Lisbon","(GMT) Dublin, Edinburgh, Lisbon, London","Portugal","GMT Standard Time"
"Lismore","(GMT+10:00) Canberra, Melbourne, Sydney","Australia","AUS Eastern Standard Time"
"Little Rock, AR","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Liverpool","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Ljubljana","(GMT+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","Slovenia","Central Europe Standard Time"
"Lome","(GMT) Greenwich Mean Time","Togo","Greenwich Standard Time"
"London","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"London, ON","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Long Beach, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Long Branch, NJ","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Longyearbyen","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Svalbard","W. Europe Standard Time"
"Los Angeles, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Los Mochis","(GMT-07:00) Chihuahua, La Paz, Mazatlan","Mexico","Mexico Standard Time 2"
"Louisville, KY","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Luancheng","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Luanda","(GMT+01:00) West Central Africa","Angola","W. Central Africa Standard Time"
"Lubbock, TX","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Luchegorsk","(GMT+11:00) Vladivostok","Russia","Vladivostok Standard Time"
"Lucknow","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Lugano","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Switzerland","W. Europe Standard Time"
"Lugansk","(GMT+02:00) Ukraine","Ukraine","Ukraine Standard Time"
"Lulea","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Sweden","W. Europe Standard Time"
"Lumbini","(GMT+05:45) Kathmandu","Nepal","Nepal Standard Time"
"Lund","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Sweden","W. Europe Standard Time"
"Lusaka","(GMT+02:00) Harare, Pretoria","Zambia","South Africa Standard Time"
"Luxembourg","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Luxembourg","Romance Standard Time"
"Luxor","(GMT+02:00) Cairo","Egypt","Egypt Standard Time"
"Lviv","(GMT+02:00) Ukraine","Ukraine","Ukraine Standard Time"
"Lyon","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Macapa","(GMT-03:00) Georgetown, South America Eastern Time","Brazil","SA Eastern Standard Time"
"Macau","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Mackay","(GMT+10:00) Brisbane","Australia","E. Australia Standard Time"
"Madikeri","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Madison, WI","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Madrid","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Spain","Romance Standard Time"
"Madurai","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Magadan","(GMT+12:00) Magadan","Russia","Magadan Standard Time"
"Magdeburg","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Magnolia, TX","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Mahabalipuram","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Mainz","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Majuro","(GMT+12:00) Marshall Islands","Marshall Islands","Marshall Islands Standard Time"
"Makassar","(GMT+08:00) Kuala Lumpur, Singapore","Indonesia","Singapore Standard Time"
"Malabo","(GMT+01:00) West Central Africa","Equatorial Guinea","W. Central Africa Standard Time"
"Malaga","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Spain","Romance Standard Time"
"Male","(GMT+05:00) Tashkent","Maldives","West Asia Standard Time"
"Malmo","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Sweden","W. Europe Standard Time"
"Mamoudzou","(GMT+03:00) Nairobi","Mayotte","E. Africa Standard Time"
"Managua","(GMT-06:00) Central America","Nicaragua","Central America Standard Time"
"Manama","(GMT+03:00) Kuwait, Riyadh","Bahrain","Arab Standard Time"
"Manaus","(GMT-04:00) La Paz","Brazil","SA Western Standard Time"
"Manchester","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Mandalay","(GMT+06:30) Rangoon","Burma","Myanmar Standard Time"
"Mandarmoni","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Mandurah","(GMT+08:00) Perth","Australia","W. Australia Standard Time"
"Mangalia","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Romania","FLE Standard Time"
"Mangalore","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Manila","(GMT+08:00) Kuala Lumpur, Singapore","Philippines","Singapore Standard Time"
"Manisa","(GMT+02:00) Turkey","Turkey","Turkey Standard Time"
"Mannheim","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Manzanillo","(GMT-05:00) Cuba Standard Time","Cuba","Cuba Standard Time"
"Manzanillo","(GMT-06:00) Guadalajara, Mexico City, Monterrey","Mexico","Mexico Standard Time"
"Maputo","(GMT+02:00) Harare, Pretoria","Mozambique","South Africa Standard Time"
"Maram Bazar","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Marawi","(GMT+08:00) Kuala Lumpur, Singapore","Philippines","Singapore Standard Time"
"Marmaris","(GMT+02:00) Turkey","Turkey","Turkey Standard Time"
"Marrakech","(GMT) Morocco","Morocco","Morocco Standard Time"
"Marseille","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Masafi","(GMT+04:00) Abu Dhabi, Muscat","United Arab Emirates","Arabian Standard Time"
"Maseru","(GMT+02:00) Harare, Pretoria","Lesotho","South Africa Standard Time"
"Masohi","(GMT+09:00) Osaka, Sapporo, Tokyo","Indonesia","Tokyo Standard Time"
"Mata-Utu","(GMT+12:00) Marshall Islands","Wallis and Futuna","Marshall Islands Standard Time"
"Matale","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka","India Standard Time"
"Matamoros","(GMT-06:00) Central Time (US & Canada)","Mexico","Central Standard Time"
"Mataram","(GMT+08:00) Kuala Lumpur, Singapore","Indonesia","Singapore Standard Time"
"Mathura","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Mazari Sharif","(GMT+04:30) Kabul","Afghanistan","Afghanistan Standard Time"
"Mazatlan","(GMT-07:00) Chihuahua, La Paz, Mazatlan","Mexico","Mexico Standard Time 2"
"Mbabane","(GMT+02:00) Harare, Pretoria","Swaziland","South Africa Standard Time"
"Mbour","(GMT) Greenwich Mean Time","Senegal","Greenwich Standard Time"
"Mdina","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Malta","W. Europe Standard Time"
"Mecca","(GMT+03:00) Kuwait, Riyadh","Saudi Arabia","Arab Standard Time"
"Medan","(GMT+07:00) Bangkok, Hanoi, Jakarta","Indonesia","SE Asia Standard Time"
"Medellin","(GMT-05:00) Bogota, Lima, Quito","Colombia","SA Pacific Standard Time"
"Medina","(GMT+03:00) Kuwait, Riyadh","Saudi Arabia","Arab Standard Time"
"Melaque","(GMT-06:00) Guadalajara, Mexico City, Monterrey","Mexico","Mexico Standard Time"
"Melbourne","(GMT+10:00) Canberra, Melbourne, Sydney","Australia","AUS Eastern Standard Time"
"Melbourne, FL","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Memphis, TN","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Mendoza","(GMT-03:00) Georgetown, South America Eastern Time","Argentina","SA Eastern Standard Time"
"Menlo Park, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Merida","(GMT-06:00) Guadalajara, Mexico City, Monterrey","Mexico","Mexico Standard Time"
"Mexicali","(GMT-08:00) Pacific Time (US & Canada); Tijuana","Mexico","Pacific Standard Time"
"Mexico City","(GMT-06:00) Guadalajara, Mexico City, Monterrey","Mexico","Mexico Standard Time"
"Miami, FL","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Milan","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Italy","W. Europe Standard Time"
"Mill Valley, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Milwaukee, WI","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Minneapolis, MN","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Minsk","(GMT+03:00) Belarus","Belarus","Belarus Standard Time"
"Miramar, FL","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Mission, BC","(GMT-08:00) Pacific Time (US & Canada); Tijuana","Canada","Pacific Standard Time"
"Mississauga, ON","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Mo","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Norway","W. Europe Standard Time"
"Mobile, AL","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Mogadishu","(GMT+03:00) Nairobi","Somalia","E. Africa Standard Time"
"Molalla, OR","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Monaco","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Monaco","Romance Standard Time"
"Moncton, NB","(GMT-04:00) Atlantic Time (Canada)","Canada","Atlantic Standard Time"
"Monrovia","(GMT) Greenwich Mean Time","Liberia","Greenwich Standard Time"
"Monte Carlo","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Monaco","Romance Standard Time"
"Monterey, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Monterrey","(GMT-06:00) Guadalajara, Mexico City, Monterrey","Mexico","Mexico Standard Time"
"Montevideo","(GMT-03:00) Uruguay","Uruguay","Uruguay Standard Time"
"Montgomery, AL","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Montgomery, TX","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Montpelier, VT","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Montpellier","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Montpeyroux","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Montreal, QC","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Moroni","(GMT+03:00) Nairobi","Comoros","E. Africa Standard Time"
"Moscow","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Motul","(GMT-06:00) Guadalajara, Mexico City, Monterrey","Mexico","Mexico Standard Time"
"Mount Hagen","(GMT+10:00) Guam, Port Moresby","Papua New Guinea","West Pacific Standard Time"
"Mount Shasta City, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Mountain View, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Mudumalai","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Mukachevo","(GMT+02:00) Ukraine","Ukraine","Ukraine Standard Time"
"Multan","(GMT+05:00) Pakistan","Pakistan","Pakistan Standard Time"
"Mumbai","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Munich","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Munnar","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Murmansk","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Murom","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Murree","(GMT+05:00) Pakistan","Pakistan","Pakistan Standard Time"
"Muscat","(GMT+04:00) Abu Dhabi, Muscat","Oman","Arabian Standard Time"
"Myrtle Beach, SC","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Mysore","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"N'Djamena","(GMT+01:00) West Central Africa","Chad","W. Central Africa Standard Time"
"Nadiad","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Nagasaki","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"Nagoya","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"Nagpur","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Naha","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"Nairobi","(GMT+03:00) Nairobi","Kenya","E. Africa Standard Time"
"Nakhodka","(GMT+11:00) Vladivostok","Russia","Vladivostok Standard Time"
"Nanaimo, BC","(GMT-08:00) Pacific Time (US & Canada); Tijuana","Canada","Pacific Standard Time"
"Nanjing","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Nantes","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Napier","(GMT+12:00) Auckland, Wellington","New Zealand","New Zealand Standard Time"
"Naples","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Italy","W. Europe Standard Time"
"Narvik","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Norway","W. Europe Standard Time"
"Nashville, TN","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Nassau","(GMT-05:00) Eastern Time (US & Canada)","Bahamas","Eastern Standard Time"
"Navasota, TX","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Navi Mumbai","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Negombo","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka","India Standard Time"
"Neuquen","(GMT-03:00) Georgetown, South America Eastern Time","Argentina","SA Eastern Standard Time"
"New Delhi","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"New Orleans, LA","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"New Ross","(GMT) Dublin, Edinburgh, Lisbon, London","Ireland","GMT Standard Time"
"New Westminster, BC","(GMT-08:00) Pacific Time (US & Canada); Tijuana","Canada","Pacific Standard Time"
"New York, NY","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Newark, NJ","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Newcastle","(GMT+10:00) Canberra, Melbourne, Sydney","Australia","AUS Eastern Standard Time"
"Newcastle upon Tyne","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Newport","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Niagara Falls, NY","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Niagara Falls, ON","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Niamey","(GMT+01:00) West Central Africa","Niger","W. Central Africa Standard Time"
"Nice","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Nicosia","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Cyprus","FLE Standard Time"
"Niigata","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"Nikolaev","(GMT+02:00) Ukraine","Ukraine","Ukraine Standard Time"
"Nimes","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Ningbo","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Nizhniy Novgorod","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Nogales","(GMT-07:00) Arizona","Mexico","US Mountain Standard Time"
"Nome, AK","(GMT-09:00) Alaska","United States","Alaskan Standard Time"
"Norfolk, VA","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"North Bay, ON","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"North Bend, OR","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"North Ryde","(GMT+10:00) Canberra, Melbourne, Sydney","Australia","AUS Eastern Standard Time"
"Norwich","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Nouakchott","(GMT) Greenwich Mean Time","Mauritania","Greenwich Standard Time"
"Noumea","(GMT+11:00) Solomon Is., New Caledonia","New Caledonia","Central Pacific Standard Time"
"Novgorod","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Novorossiysk","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Novosibirsk","(GMT+07:00) Novosibirsk","Russia","Novosibirsk Standard Time"
"Nuevo Laredo","(GMT-06:00) Central Time (US & Canada)","Mexico","Central Standard Time"
"Nuku'alofa","(GMT+13:00) Nuku'alofa","Tonga","Tonga Standard Time"
"Nurnberg","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Nuuk","(GMT-03:00) Greenland","Greenland","Greenland Standard Time"
"Ocala, FL","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Odense","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Denmark","Romance Standard Time"
"Odessa","(GMT+02:00) Ukraine","Ukraine","Ukraine Standard Time"
"Ohrid","(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb","Macedonia","Central European Standard Time"
"Ojinaga","(GMT-06:00) Central Time (US & Canada)","Mexico","Central Standard Time"
"Okara","(GMT+05:00) Pakistan","Pakistan","Pakistan Standard Time"
"Okha","(GMT+11:00) Khabarovsk","Russia","Khabarovsk Standard Time"
"Okhotsk","(GMT+11:00) Khabarovsk","Russia","Khabarovsk Standard Time"
"Okinawa","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"Oklahoma City, OK","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Olanchito","(GMT-06:00) Central America","Honduras","Central America Standard Time"
"Olinda","(GMT-03:00) Georgetown, South America Eastern Time","Brazil","SA Eastern Standard Time"
"Olympia, WA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Omaha, NE","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Omsk","(GMT+07:00) Novosibirsk","Russia","Novosibirsk Standard Time"
"Onitsha","(GMT+01:00) West Central Africa","Nigeria","W. Central Africa Standard Time"
"Ootacamund","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Oradea","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Romania","FLE Standard Time"
"Orange","(GMT+10:00) Canberra, Melbourne, Sydney","Australia","AUS Eastern Standard Time"
"Oranjestad","(GMT-04:00) La Paz","Aruba","SA Western Standard Time"
"Orlando, FL","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Osaka","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"Oshawa, ON","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Oslo","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Norway","W. Europe Standard Time"
"Ostrov","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Ottawa, ON","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Ouagadougou","(GMT) Greenwich Mean Time","Burkina Faso","Greenwich Standard Time"
"Oulu","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Finland","FLE Standard Time"
"Oviedo","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Spain","Romance Standard Time"
"Padang","(GMT+07:00) Bangkok, Hanoi, Jakarta","Indonesia","SE Asia Standard Time"
"Palembang","(GMT+07:00) Bangkok, Hanoi, Jakarta","Indonesia","SE Asia Standard Time"
"Palikir","(GMT+11:00) Solomon Is., New Caledonia","Micronesia, Federated States of","Central Pacific Standard Time"
"Palma","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Spain","Romance Standard Time"
"Palmas","(GMT-03:00) Bahia, Brazil","Brazil","Bahia Brazil Standard Time"
"Palo Alto, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Panaji","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Panama City","(GMT-05:00) Bogota, Lima, Quito","Panama","SA Pacific Standard Time"
"Papeete","(GMT-10:00) Hawaii","French Polynesia","Hawaiian Standard Time"
"Paramaribo","(GMT-03:00) Georgetown, South America Eastern Time","Suriname","SA Eastern Standard Time"
"Paraparaumu","(GMT+12:00) Auckland, Wellington","New Zealand","New Zealand Standard Time"
"Paris","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Parsippany, NJ","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Patna","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Patras","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Greece","FLE Standard Time"
"Pearl, MS","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Pedro Juan Caballero","(GMT-04:00) Paraguay","Paraguay","Paraguay Standard Time"
"Pensacola, FL","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Penza","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Perm","(GMT+06:00) Ekaterinburg","Russia","Ekaterinburg Standard Time"
"Perth","(GMT+08:00) Perth","Australia","W. Australia Standard Time"
"Peshawar","(GMT+05:00) Pakistan","Pakistan","Pakistan Standard Time"
"Peterhof","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Petropavlovsk","(GMT+12:00) Petropavlovsk","Russia","Petropavlovsk Standard Time"
"Petropolis","(GMT-03:00) Brasilia","Brazil","E. South America Standard Time"
"Philadelphia, PA","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Philipsburg","(GMT-04:00) La Paz","Sint Maarten","SA Western Standard Time"
"Phnom Penh","(GMT+07:00) Bangkok, Hanoi, Jakarta","Cambodia","SE Asia Standard Time"
"Phoenix, AZ","(GMT-07:00) Arizona","United States","US Mountain Standard Time"
"Phuket","(GMT+07:00) Bangkok, Hanoi, Jakarta","Thailand","SE Asia Standard Time"
